MeasureFuel.lean:38:18: warning: `List.get?` has been deprecated: Use `a[i]?` instead.
bool	litBool	0	false
bool	ite	1	(if v1 then false else false)
bool	and	1	(false && false)
bool	litBool	0	false
bool	and	1	(false && false)
bool	and	1	(v1 && v1)
bool	ite	1	(if true then v1 else true)
bool	ite	1	(if true then true else v1)
bool	litBool	0	true
bool	and	1	(false && false)
bool	ite	1	(if v1 then true else false)
bool	and	1	(true && false)
bool	ite	1	(if false then false else false)
bool	and	1	(false && false)
bool	and	1	(false && true)
bool	litBool	0	false
bool	litBool	0	false
bool	litBool	0	true
bool	ite	1	(if v1 then false else true)
bool	ite	1	(if v1 then true else true)
bool	and	1	(false && false)
bool	var	0	v1
bool	litBool	0	false
bool	litBool	0	false
bool	and	1	(false && v1)
bool	var	0	v1
bool	var	0	v1
bool	ite	1	(if false then true else true)
bool	litBool	0	true
bool	litBool	0	true
bool	litBool	0	true
bool	and	1	(true && true)
bool	litBool	0	false
bool	and	1	(v1 && false)
bool	ite	1	(if false then v1 else true)
bool	ite	1	(if v1 then false else false)
bool	and	1	(true && true)
bool	litBool	0	false
bool	litBool	0	false
bool	var	0	v1
bool	litBool	0	false
bool	and	1	(false && true)
bool	ite	1	(if false then true else false)
bool	var	0	v1
bool	var	0	v1
bool	litBool	0	true
bool	var	0	v1
bool	litBool	0	false
bool	ite	1	(if false then true else false)
bool	litBool	0	true
bool	litBool	0	true
bool	ite	1	(if v1 then false else false)
bool	and	1	(true && false)
bool	litBool	0	true
bool	and	1	(true && false)
bool	and	1	(true && false)
bool	and	1	(false && true)
bool	var	0	v1
bool	litBool	0	true
bool	and	1	(true && false)
bool	litBool	0	false
bool	litBool	0	false
bool	ite	1	(if v1 then true else true)
bool	and	1	(false && true)
bool	litBool	0	true
bool	and	1	(true && true)
bool	litBool	0	true
bool	litBool	0	true
bool	litBool	0	true
bool	ite	1	(if true then false else false)
bool	var	0	v1
bool	ite	1	(if false then v1 else true)
bool	litBool	0	true
bool	litBool	0	true
bool	litBool	0	false
bool	and	1	(false && v1)
bool	litBool	0	true
bool	ite	1	(if false then v1 else v1)
bool	ite	1	(if false then true else false)
bool	litBool	0	false
bool	litBool	0	true
bool	litBool	0	true
bool	litBool	0	true
bool	litBool	0	false
bool	and	1	(true && false)
bool	ite	1	(if false then v1 else v1)
bool	var	0	v1
bool	and	1	(false && false)
bool	and	1	(true && false)
bool	and	1	(true && true)
bool	and	1	(false && false)
bool	litBool	0	true
bool	litBool	0	true
bool	ite	1	(if v1 then v1 else false)
bool	litBool	0	false
bool	litBool	0	true
bool	var	0	v1
bool	and	1	(true && true)
bool	litBool	0	true
bool	and	1	(true && true)
bool	and	1	(v1 && false)
bool	litBool	0	true
bool	var	0	v1
bool	ite	1	(if v1 then true else true)
bool	ite	1	(if false then true else false)
bool	litBool	0	true
bool	litBool	0	true
bool	litBool	0	true
bool	var	0	v1
bool	ite	1	(if v1 then true else false)
bool	litBool	0	true
bool	litBool	0	true
bool	ite	1	(if true then v1 else false)
bool	ite	1	(if true then true else false)
bool	litBool	0	false
bool	ite	1	(if true then false else true)
bool	litBool	0	true
bool	ite	1	(if false then false else v1)
bool	ite	1	(if v1 then false else true)
bool	ite	1	(if true then false else false)
bool	ite	1	(if false then v1 else false)
bool	and	1	(false && false)
bool	and	1	(v1 && true)
bool	and	1	(v1 && true)
bool	and	1	(true && v1)
bool	ite	1	(if v1 then v1 else true)
bool	and	1	(v1 && true)
bool	var	0	v1
bool	litBool	0	false
bool	and	1	(true && false)
bool	and	1	(v1 && true)
bool	and	1	(false && true)
bool	litBool	0	true
bool	litBool	0	true
bool	litBool	0	true
bool	litBool	0	false
bool	litBool	0	true
bool	litBool	0	true
bool	litBool	0	false
bool	ite	1	(if v1 then false else v1)
bool	and	1	(false && false)
bool	var	0	v1
bool	and	1	(true && v1)
bool	ite	1	(if false then true else true)
bool	and	1	(true && false)
bool	litBool	0	true
bool	var	0	v1
bool	ite	1	(if true then true else false)
bool	ite	1	(if true then false else false)
bool	litBool	0	false
bool	ite	1	(if v1 then true else false)
bool	var	0	v1
bool	litBool	0	true
bool	ite	1	(if true then true else true)
bool	and	1	(true && true)
bool	and	1	(true && false)
bool	ite	1	(if false then false else false)
bool	and	1	(true && v1)
bool	litBool	0	false
bool	ite	1	(if true then true else true)
bool	and	1	(v1 && v1)
bool	ite	1	(if false then true else v1)
bool	litBool	0	true
bool	litBool	0	false
bool	litBool	0	false
bool	ite	1	(if false then false else true)
bool	and	1	(v1 && false)
bool	and	1	(false && true)
bool	var	0	v1
bool	ite	1	(if v1 then false else false)
bool	and	1	(true && v1)
bool	var	0	v1
bool	litBool	0	true
bool	var	0	v1
